t_s,Q_m3_s,V_face_m_s,v_duct_m_s,DP_system_Pa,DP_fan_Pa,C_v_mg_m3,C_p_mg_m3,C_tot_mg_m3,ppm_voc,P_electrica_W,M_captured_kg,C_Ethanol_mg_m3,W_L_Ethanol_mg_m3,hm_Ethanol_m_s,Jwall_Ethanol_mg_m2_s,C_Propyl acetate_mg_m3,W_L_Propyl acetate_mg_m3,hm_Propyl acetate_m_s,Jwall_Propyl acetate_mg_m2_s,C_1-Propanol_mg_m3,W_L_1-Propanol_mg_m3,hm_1-Propanol_m_s,Jwall_1-Propanol_mg_m2_s,C_Isopropanol_mg_m3,W_L_Isopropanol_mg_m3,hm_Isopropanol_m_s,Jwall_Isopropanol_mg_m2_s,ok_V_face,ok_v_duct,ok_C_limit,ok_LFL,Re_duct0,dp_duct0_Pa,dt
89,0.558323,0.31018,4.44299,310.289,310.288,2383.83,2377.29,4761.13,10409.1,320.817,0.101149,798.201,792.837,0.00104562,0.834616,1387.31,1379.98,0.00082184,1.14015,131.338,130.56,0.000922096,0.121107,66.9831,66.5906,0.000911324,0.0610433,False,False,False,True,85269.1,20.6662,1
90,0.553821,0.307678,4.40717,311.161,311.16,2404.9,2393.57,4798.47,10501.1,319.125,0.102342,805.254,799.821,0.0010414,0.83859,1399.57,1392.14,0.00081852,1.14558,132.499,131.71,0.000918371,0.121683,67.575,67.1774,0.000907643,0.0613339,False,False,False,True,84581.6,20.3384,1
91,0.549313,0.305174,4.37129,312.033,312.033,2426.22,2410.08,4836.3,10594.1,317.414,0.103534,812.391,806.888,0.00103715,0.842573,1411.98,1404.45,0.000815181,1.15102,133.673,132.875,0.000914626,0.122261,68.1739,67.7712,0.000903941,0.0616252,False,False,False,True,83893.1,20.0128,1
92,0.544802,0.302668,4.33539,312.906,312.905,2447.79,2426.82,4874.61,10688.3,315.688,0.104724,819.614,814.039,0.00103288,0.846566,1424.53,1416.91,0.000811827,1.15647,134.862,134.053,0.000910862,0.122841,68.78,68.3721,0.000900221,0.0619173,False,False,False,True,83204.1,19.6896,1
93,0.540284,0.300158,4.29945,313.778,313.779,2469.62,2443.8,4913.42,10783.7,313.943,0.105912,826.925,821.277,0.00102859,0.850568,1437.24,1429.51,0.000808454,1.16194,136.065,135.245,0.000907078,0.123421,69.3935,68.9802,0.000896481,0.06221,False,False,False,True,82514.2,19.3686,1
94,0.54,0.3,4.29718,316.06,313.388,2490.32,2459.63,4949.96,10874.1,316.06,0.107107,833.857,828.16,0.00102832,0.857473,1449.29,1441.5,0.000808242,1.17137,137.205,136.378,0.000906839,0.124423,69.9753,69.5584,0.000896245,0.062715,False,False,False,True,82470.7,19.3485,1
95,0.54,0.3,4.29718,318.451,312.912,2509.88,2474.32,4984.21,10959.5,318.451,0.10831,840.407,834.665,0.00102832,0.864209,1460.67,1452.82,0.000808242,1.18057,138.283,137.45,0.000906839,0.125401,70.5249,70.1048,0.000896245,0.0632076,False,False,False,True,82470.7,19.3485,1
96,0.54,0.3,4.29718,320.856,312.438,2528.38,2487.95,5016.33,11040.3,320.856,0.109519,846.601,840.817,0.00102832,0.870578,1471.43,1463.53,0.000808242,1.18927,139.302,138.463,0.000906839,0.126325,71.0447,70.6215,0.000896245,0.0636735,False,False,False,True,82470.7,19.3485,1
97,0.54,0.3,4.29718,323.274,311.963,2545.89,2500.59,5046.48,11116.7,323.274,0.110734,852.464,846.639,0.00102832,0.876607,1481.62,1473.66,0.000808242,1.19751,140.267,139.422,0.000906839,0.1272,71.5367,71.1105,0.000896245,0.0641144,False,False,False,True,82470.7,19.3485,1
98,0.54,0.3,4.29718,325.705,311.489,2562.48,2512.31,5074.79,11189.1,325.705,0.111955,858.018,852.156,0.00102832,0.882318,1491.28,1483.26,0.000808242,1.20531,141.181,140.33,0.000906839,0.128028,72.0028,71.5738,0.000896245,0.0645321,False,False,False,True,82470.7,19.3485,1
99,0.54,0.3,4.29718,328.147,311.015,2578.21,2523.18,5101.39,11257.8,328.147,0.113182,863.285,857.387,0.00102832,0.887735,1500.43,1492.37,0.000808242,1.21271,142.048,141.191,0.000906839,0.128814,72.4448,72.0132,0.000896245,0.0649283,False,False,False,True,82470.7,19.3485,1
100,0.54,0.3,4.29718,330.599,310.541,2593.14,2533.26,5126.4,11323,330.599,0.114413,868.285,862.353,0.00102832,0.892876,1509.12,1501.01,0.000808242,1.21974,142.87,142.009,0.000906839,0.12956,72.8644,72.4303,0.000896245,0.0653044,False,False,False,True,82470.7,19.3485,1
101,0.54,0.3,4.29718,333.062,310.068,2607.33,2542.61,5149.95,11385,333.062,0.115649,873.037,867.072,0.00102832,0.897762,1517.38,1509.23,0.000808242,1.22641,143.652,142.786,0.000906839,0.130269,73.2631,72.8267,0.000896245,0.0656617,False,False,False,True,82470.7,19.3485,1
102,0.54,0.3,4.29718,335.533,309.595,2620.83,2551.29,5172.12,11443.9,335.533,0.116888,877.556,871.561,0.00102832,0.90241,1525.24,1517.04,0.000808242,1.23276,144.396,143.525,0.000906839,0.130944,73.6424,73.2037,0.000896245,0.0660016,False,False,False,True,82470.7,19.3485,1
103,0.54,0.3,4.29718,338.013,309.123,2633.68,2559.33,5193.01,11500.1,338.013,0.118132,881.86,875.835,0.00102832,0.906835,1532.72,1524.48,0.000808242,1.2388,145.104,144.229,0.000906839,0.131586,74.0035,73.5627,0.000896245,0.0663253,False,False,False,True,82470.7,19.3485,1
104,0.54,0.3,4.29718,340.5,308.65,2645.93,2566.79,5212.73,11553.6,340.5,0.11938,885.962,879.909,0.00102832,0.911054,1539.85,1531.57,0.000808242,1.24457,145.779,144.9,0.000906839,0.132198,74.3478,73.9049,0.000896245,0.0666338,False,False,False,True,82470.7,19.3485,1
105,0.54,0.3,4.29718,342.995,308.179,2657.62,2573.71,5231.34,11604.6,342.995,0.120631,889.876,883.797,0.00102832,0.915079,1546.65,1538.34,0.000808242,1.25007,146.423,145.54,0.000906839,0.132782,74.6763,74.2314,0.000896245,0.0669283,False,False,False,True,82470.7,19.3485,1
106,0.54,0.3,4.29718,345.497,307.707,2668.79,2580.13,5248.93,11653.4,345.497,0.121885,893.616,887.511,0.00102832,0.918924,1553.15,1544.8,0.000808242,1.25532,147.038,146.152,0.000906839,0.13334,74.9901,74.5433,0.000896245,0.0672095,False,False,False,True,82470.7,19.3485,1
107,0.54,0.3,4.29718,348.005,307.236,2679.47,2586.09,5265.56,11700,348.005,0.123141,897.192,891.062,0.00102832,0.922602,1559.36,1550.98,0.000808242,1.26034,147.627,146.737,0.000906839,0.133874,75.2902,74.8416,0.000896245,0.0674785,False,False,False,True,82470.7,19.3485,1
108,0.54,0.3,4.29718,350.519,306.765,2689.7,2591.61,5281.31,11744.6,350.519,0.124401,900.615,894.462,0.00102832,0.926122,1565.31,1556.9,0.000808242,1.26515,148.19,147.297,0.000906839,0.134385,75.5775,75.1272,0.000896245,0.0677359,False,False,False,True,82470.7,19.3485,1
109,0.54,0.3,4.29718,353.038,306.295,2699.5,2596.73,5296.23,11787.4,353.038,0.125663,903.897,897.721,0.00102832,0.929496,1571.02,1562.57,0.000808242,1.26976,148.73,147.833,0.000906839,0.134874,75.8528,75.4009,0.000896245,0.0679827,False,False,False,True,82470.7,19.3485,1
110,0.54,0.3,4.29718,355.562,305.825,2708.9,2601.48,5310.38,11828.5,355.562,0.126927,907.045,900.848,0.00102832,0.932734,1576.49,1568.02,0.000808242,1.27418,149.248,148.348,0.000906839,0.135344,76.117,75.6636,0.000896245,0.0682195,False,False,False,True,82470.7,19.3485,1
111,0.54,0.3,4.29718,358.09,305.355,2717.93,2605.89,5323.82,11867.9,358.09,0.128194,910.069,903.851,0.00102832,0.935843,1581.74,1573.24,0.000808242,1.27843,149.746,148.843,0.000906839,0.135795,76.3708,75.9158,0.000896245,0.0684469,False,False,False,True,82470.7,19.3485,1
112,0.54,0.3,4.29718,360.623,304.885,2726.61,2609.97,5336.59,11905.8,360.623,0.129462,912.977,906.739,0.00102832,0.938833,1586.8,1578.27,0.000808242,1.28252,150.224,149.319,0.000906839,0.136229,76.6148,76.1584,0.000896245,0.0686656,False,False,False,True,82470.7,19.3485,1
113,0.54,0.3,4.29718,363.16,304.416,2734.97,2613.76,5348.74,11942.3,363.16,0.130732,915.776,909.519,0.00102832,0.941712,1591.66,1583.11,0.000808242,1.28645,150.685,149.776,0.000906839,0.136647,76.8497,76.3919,0.000896245,0.0688762,False,False,False,True,82470.7,19.3485,1
114,0.54,0.3,4.29718,365.701,303.948,2743.03,2617.28,5360.31,11977.5,365.701,0.132004,918.473,912.198,0.00102832,0.944486,1596.35,1587.77,0.000808242,1.29024,151.128,150.217,0.000906839,0.137049,77.076,76.6169,0.000896245,0.069079,False,False,False,True,82470.7,19.3485,1
115,0.54,0.3,4.29718,368.245,303.479,2750.8,2620.54,5371.34,12011.5,368.245,0.133278,921.075,914.783,0.00102832,0.947162,1600.87,1592.27,0.000808242,1.29389,151.557,150.643,0.000906839,0.137437,77.2944,76.8339,0.000896245,0.0692748,False,False,False,True,82470.7,19.3485,1
116,0.54,0.3,4.29718,370.792,303.011,2758.31,2623.56,5381.87,12044.2,370.792,0.134553,923.588,917.278,0.00102832,0.949746,1605.24,1596.62,0.000808242,1.29742,151.97,151.054,0.000906839,0.137812,77.5053,77.0436,0.000896245,0.0694638,False,False,False,True,82470.7,19.3485,1
117,0.54,0.3,4.29718,373.342,302.544,2765.56,2626.37,5391.93,12075.9,373.342,0.135829,926.018,919.691,0.00102832,0.952244,1609.46,1600.82,0.000808242,1.30084,152.37,151.451,0.000906839,0.138175,77.7091,77.2462,0.000896245,0.0696465,False,False,False,True,82470.7,19.3485,1
118,0.54,0.3,4.29718,375.895,302.076,2772.58,2628.97,5401.55,12106.6,375.895,0.137107,928.369,922.026,0.00102832,0.954661,1613.55,1604.88,0.000808242,1.30414,152.757,151.836,0.000906839,0.138526,77.9064,77.4423,0.000896245,0.0698233,False,False,False,True,82470.7,19.3485,1
119,0.54,0.3,4.29718,378.45,301.609,2779.38,2631.38,5410.77,12136.3,378.45,0.138386,930.646,924.288,0.00102832,0.957003,1617.51,1608.82,0.000808242,1.30734,153.131,152.208,0.000906839,0.138865,78.0975,77.6323,0.000896245,0.0699946,False,False,False,True,82470.7,19.3485,1
120,0.54,0.3,4.29718,381.008,301.143,2785.98,2633.62,5419.6,12165.1,381.008,0.139666,932.854,926.481,0.00102832,0.959274,1621.35,1612.63,0.000808242,1.31044,153.495,152.569,0.000906839,0.139195,78.2828,77.8165,0.000896245,0.0701606,False,False,False,True,82470.7,19.3485,1
121,0.54,0.3,4.29718,383.568,300.676,2792.38,2635.7,5428.08,12193,383.568,0.140947,934.997,928.609,0.00102832,0.961478,1625.07,1616.34,0.000808242,1.31345,153.847,152.92,0.000906839,0.139515,78.4627,77.9953,0.000896245,0.0703218,False,False,False,True,82470.7,19.3485,1
122,0.54,0.3,4.29718,386.13,300.21,2798.6,2637.62,5436.22,12220.2,386.13,0.142229,937.079,930.677,0.00102832,0.963619,1628.69,1619.94,0.000808242,1.31637,154.19,153.261,0.000906839,0.139825,78.6374,78.169,0.000896245,0.0704784,False,False,False,True,82470.7,19.3485,1
123,0.54,0.3,4.29718,388.693,299.745,2804.64,2639.41,5444.05,12246.6,388.693,0.143512,939.104,932.688,0.00102832,0.965701,1632.21,1623.44,0.000808242,1.31922,154.523,153.592,0.000906839,0.140128,78.8073,78.3378,0.000896245,0.0706307,False,False,False,True,82470.7,19.3485,1
124,0.54,0.3,4.29718,391.259,299.279,2810.53,2641.06,5451.59,12272.3,391.259,0.144795,941.074,934.645,0.00102832,0.967727,1635.63,1626.84,0.000808242,1.32199,154.847,153.914,0.000906839,0.140422,78.9727,78.5022,0.000896245,0.0707789,False,False,False,True,82470.7,19.3485,1
125,0.54,0.3,4.29718,393.826,298.815,2816.26,2642.6,5458.86,12297.3,393.826,0.146079,942.993,936.551,0.00102832,0.9697,1638.97,1630.16,0.000808242,1.32468,155.163,154.228,0.000906839,0.140708,79.1337,78.6623,0.000896245,0.0709232,False,False,False,True,82470.7,19.3485,1
126,0.54,0.3,4.29718,396.395,298.35,2821.85,2644.03,5465.87,12321.7,396.395,0.147364,944.865,938.409,0.00102832,0.971625,1642.22,1633.4,0.000808242,1.32731,155.471,154.534,0.000906839,0.140987,79.2907,78.8184,0.000896245,0.071064,False,False,False,True,82470.7,19.3485,1
127,0.54,0.3,4.29718,398.965,297.886,2827.3,2645.35,5472.65,12345.5,398.965,0.14865,946.69,940.222,0.00102832,0.973502,1645.39,1636.55,0.000808242,1.32988,155.771,154.832,0.000906839,0.14126,79.4439,78.9707,0.000896245,0.0712013,False,False,False,True,82470.7,19.3485,1
128,0.54,0.3,4.29718,401.536,297.422,2832.62,2646.57,5479.2,12368.7,401.536,0.149936,948.473,941.993,0.00102832,0.975335,1648.49,1639.63,0.000808242,1.33238,156.065,155.124,0.000906839,0.141526,79.5935,79.1194,0.000896245,0.0713353,False,False,False,True,82470.7,19.3485,1
129,0.54,0.3,4.29718,404.108,296.958,2837.83,2647.71,5485.54,12391.5,404.108,0.151223,950.215,943.723,0.00102832,0.977126,1651.52,1642.65,0.000808242,1.33483,156.351,155.409,0.000906839,0.141785,79.7397,79.2647,0.000896245,0.0714664,False,False,False,True,82470.7,19.3485,1
130,0.54,0.3,4.29718,406.682,296.495,2842.91,2648.76,5491.68,12413.7,406.682,0.15251,951.918,945.415,0.00102832,0.978878,1654.48,1645.59,0.000808242,1.33722,156.632,155.687,0.000906839,0.14204,79.8827,79.4068,0.000896245,0.0715945,False,False,False,True,82470.7,19.3485,1
131,0.54,0.3,4.29718,409.257,296.032,2847.89,2649.74,5497.63,12435.4,409.257,0.153798,953.585,947.07,0.00102832,0.980592,1657.38,1648.47,0.000808242,1.33956,156.906,155.96,0.000906839,0.142288,80.0226,79.5459,0.000896245,0.0717199,False,False,False,True,82470.7,19.3485,1
132,0.54,0.3,4.29718,411.832,295.57,2852.77,2650.65,5503.42,12456.7,411.832,0.155086,955.218,948.692,0.00102832,0.982271,1660.22,1651.29,0.000808242,1.34186,157.174,156.227,0.000906839,0.142532,80.1595,79.682,0.000896245,0.0718426,False,False,False,True,82470.7,19.3485,1
133,0.54,0.3,4.29718,414.409,295.108,2857.54,2651.49,5509.03,12477.6,414.409,0.156375,956.817,950.28,0.00102832,0.983916,1663,1654.06,0.000808242,1.3441,157.438,156.489,0.000906839,0.142771,80.2938,79.8154,0.000896245,0.0719629,False,False,False,True,82470.7,19.3485,1
134,0.54,0.3,4.29718,416.986,294.646,2862.23,2652.27,5514.5,12498,416.986,0.157664,958.385,951.838,0.00102832,0.985528,1665.72,1656.77,0.000808242,1.34631,157.696,156.745,0.000906839,0.143005,80.4254,79.9463,0.000896245,0.0720809,False,False,False,True,82470.7,19.3485,1
135,0.54,0.3,4.29718,419.564,294.184,2866.82,2652.99,5519.82,12518.1,419.564,0.158953,959.924,953.366,0.00102832,0.98711,1668.4,1659.43,0.000808242,1.34847,157.949,156.997,0.000906839,0.143234,80.5545,80.0746,0.000896245,0.0721966,False,False,False,True,82470.7,19.3485,1
136,0.54,0.3,4.29718,422.142,293.723,2871.33,2653.67,5525,12537.8,422.142,0.160243,961.434,954.866,0.00102832,0.988663,1671.02,1662.04,0.000808242,1.35059,158.197,157.244,0.000906839,0.14346,80.6812,80.2006,0.000896245,0.0723102,False,False,False,True,82470.7,19.3485,1
137,0.54,0.3,4.29718,424.722,293.263,2875.76,2654.29,5530.05,12557.1,424.722,0.161533,962.917,956.339,0.00102832,0.990189,1673.6,1664.6,0.000808242,1.35267,158.441,157.486,0.000906839,0.143681,80.8057,80.3243,0.000896245,0.0724217,False,False,False,True,82470.7,19.3485,1
138,0.54,0.3,4.29718,427.302,292.802,2880.12,2654.87,5534.98,12576.1,427.302,0.162823,964.375,957.786,0.00102832,0.991687,1676.13,1667.12,0.000808242,1.35472,158.681,157.725,0.000906839,0.143898,80.928,80.4459,0.000896245,0.0725313,False,False,False,True,82470.7,19.3485,1
139,0.54,0.3,4.29718,429.882,292.342,2884.39,2655.4,5539.8,12594.8,429.882,0.164114,965.808,959.209,0.00102832,0.993161,1678.62,1669.6,0.000808242,1.35673,158.917,157.959,0.000906839,0.144112,81.0482,80.5654,0.000896245,0.0726391,False,False,False,True,82470.7,19.3485,1
140,0.54,0.3,4.29718,432.463,291.882,2888.6,2655.9,5544.5,12613.2,432.463,0.165405,967.217,960.609,0.00102832,0.99461,1681.07,1672.04,0.000808242,1.35871,159.149,158.19,0.000906839,0.144322,81.1665,80.683,0.000896245,0.0727451,False,False,False,True,82470.7,19.3485,1
141,0.54,0.3,4.29718,435.045,291.423,2892.74,2656.36,5549.1,12631.3,435.045,0.166696,968.604,961.986,0.00102832,0.996036,1683.48,1674.43,0.000808242,1.36066,159.377,158.416,0.000906839,0.144529,81.2829,80.7986,0.000896245,0.0728494,False,False,False,True,82470.7,19.3485,1
142,0.54,0.3,4.29718,437.627,290.964,2896.82,2656.79,5553.61,12649.1,437.627,0.167987,969.969,963.342,0.00102832,0.99744,1685.85,1676.79,0.000808242,1.36258,159.602,158.64,0.000906839,0.144733,81.3974,80.9125,0.000896245,0.0729521,False,False,False,True,82470.7,19.3485,1
143,0.54,0.3,4.29718,440.209,290.505,2900.84,2657.18,5558.02,12666.6,440.209,0.169278,971.313,964.677,0.00102832,0.998822,1688.19,1679.12,0.000808242,1.36447,159.823,158.86,0.000906839,0.144934,81.5102,81.0247,0.000896245,0.0730532,False,False,False,True,82470.7,19.3485,1
144,0.54,0.3,4.29718,442.792,290.047,2904.79,2657.55,5562.34,12683.9,442.792,0.17057,972.637,965.992,0.00102832,1.00018,1690.49,1681.41,0.000808242,1.36633,160.041,159.076,0.000906839,0.145131,81.6214,81.1351,0.000896245,0.0731528,False,False,False,True,82470.7,19.3485,1
145,0.54,0.3,4.29718,445.375,289.589,2908.69,2657.89,5566.58,12700.9,445.375,0.171861,973.943,967.289,0.00102832,1.00153,1692.76,1683.66,0.000808242,1.36816,160.256,159.29,0.000906839,0.145326,81.7309,81.244,0.000896245,0.0732509,False,False,False,True,82470.7,19.3485,1
146,0.54,0.3,4.29718,447.959,289.131,2912.53,2658.21,5570.74,12717.7,447.959,0.173153,975.229,968.567,0.00102832,1.00285,1695,1685.89,0.000808242,1.36997,160.467,159.5,0.000906839,0.145518,81.8389,81.3513,0.000896245,0.0733477,False,False,False,True,82470.7,19.3485,1
147,0.54,0.3,4.29718,450.542,288.674,2916.32,2658.5,5574.82,12734.2,450.542,0.174445,976.498,969.827,0.00102832,1.00415,1697.2,1688.08,0.000808242,1.37175,160.676,159.708,0.000906839,0.145707,81.9454,81.4572,0.000896245,0.0734432,False,False,False,True,82470.7,19.3485,1
148,0.54,0.3,4.29718,453.127,288.217,2920.06,2658.77,5578.83,12750.5,453.127,0.175738,977.75,971.07,0.00102832,1.00544,1699.38,1690.25,0.000808242,1.37351,160.882,159.912,0.000906839,0.145894,82.0504,81.5616,0.000896245,0.0735373,False,False,False,True,82470.7,19.3485,1
149,0.54,0.3,4.29718,455.711,287.76,2923.75,2659.02,5582.77,12766.6,455.711,0.17703,978.985,972.297,0.00102832,1.00671,1701.52,1692.38,0.000808242,1.37524,161.085,160.114,0.000906839,0.146078,82.154,81.6646,0.000896245,0.0736302,False,False,False,True,82470.7,19.3485,1
150,0.54,0.3,4.29718,458.295,287.304,2927.39,2659.26,5586.65,12782.5,458.295,0.178322,980.204,973.507,0.00102832,1.00797,1703.64,1694.49,0.000808242,1.37696,161.286,160.314,0.000906839,0.14626,82.2563,81.7663,0.000896245,0.0737219,False,False,False,True,82470.7,19.3485,1
151,0.54,0.3,4.29718,460.88,286.848,2930.98,2659.48,5590.46,12798.2,460.88,0.179615,981.408,974.703,0.00102832,1.0092,1705.73,1696.57,0.000808242,1.37865,161.484,160.511,0.000906839,0.14644,82.3573,81.8667,0.000896245,0.0738124,False,False,False,True,82470.7,19.3485,1
152,0.54,0.3,4.29718,463.465,286.392,2934.53,2659.68,5594.21,12813.7,463.465,0.180907,982.596,975.883,0.00102832,1.01042,1707.8,1698.62,0.000808242,1.38032,161.679,160.705,0.000906839,0.146617,82.4571,81.9659,0.000896245,0.0739018,False,False,False,True,82470.7,19.3485,1
153,0.54,0.3,4.29718,466.05,285.937,2938.04,2659.86,5597.9,12829,466.05,0.1822,983.77,977.049,0.00102832,1.01163,1709.84,1700.65,0.000808242,1.38196,161.873,160.897,0.000906839,0.146792,82.5556,82.0638,0.000896245,0.0739901,False,False,False,True,82470.7,19.3485,1
154,0.54,0.3,4.29718,468.636,285.482,2941.5,2660.04,5601.54,12844.2,468.636,0.183493,984.93,978.201,0.00102832,1.01282,1711.86,1702.66,0.000808242,1.38359,162.063,161.087,0.000906839,0.146965,82.6529,82.1605,0.000896245,0.0740773,False,False,False,True,82470.7,19.3485,1
155,0.54,0.3,4.29718,471.221,285.028,2944.92,2660.2,5605.12,12859.1,471.221,0.184786,986.076,979.339,0.00102832,1.014,1713.85,1704.64,0.000808242,1.3852,162.252,161.274,0.000906839,0.147136,82.7491,82.2561,0.000896245,0.0741635,False,False,False,True,82470.7,19.3485,1
156,0.54,0.3,4.29718,473.807,284.574,2948.31,2660.35,5608.65,12873.9,473.807,0.186079,987.208,980.464,0.00102832,1.01517,1715.82,1706.6,0.000808242,1.38679,162.438,161.459,0.000906839,0.147305,82.8441,82.3506,0.000896245,0.0742487,False,False,False,True,82470.7,19.3485,1
157,0.54,0.3,4.29718,476.393,284.12,2951.65,2660.48,5612.14,12888.5,476.393,0.187372,988.328,981.575,0.00102832,1.01632,1717.76,1708.53,0.000808242,1.38837,162.622,161.642,0.000906839,0.147472,82.9381,82.444,0.000896245,0.0743329,False,False,False,True,82470.7,19.3485,1
158,0.54,0.3,4.29718,478.979,283.666,2954.96,2660.61,5615.57,12902.9,478.979,0.188665,989.435,982.675,0.00102832,1.01746,1719.69,1710.44,0.000808242,1.38992,162.805,161.823,0.000906839,0.147638,83.0309,82.5363,0.000896245,0.0744161,False,False,False,True,82470.7,19.3485,1
159,0.54,0.3,4.29718,481.565,283.213,2958.22,2660.73,5618.96,12917.2,481.565,0.189958,990.529,983.762,0.00102832,1.01858,1721.59,1712.34,0.000808242,1.39146,162.985,162.002,0.000906839,0.147801,83.1228,82.6276,0.000896245,0.0744984,False,False,False,True,82470.7,19.3485,1
160,0.54,0.3,4.29718,484.151,282.76,2961.46,2660.84,5622.3,12931.3,484.151,0.191251,991.611,984.837,0.00102832,1.0197,1723.47,1714.21,0.000808242,1.39298,163.163,162.179,0.000906839,0.147962,83.2136,82.7179,0.000896245,0.0745798,False,False,False,True,82470.7,19.3485,1
161,0.54,0.3,4.29718,486.738,282.308,2964.65,2660.94,5625.6,12945.3,486.738,0.192544,992.682,985.9,0.00102832,1.0208,1725.33,1716.06,0.000808242,1.39448,163.339,162.354,0.000906839,0.148122,83.3034,82.8072,0.000896245,0.0746603,False,False,False,True,82470.7,19.3485,1
162,0.54,0.3,4.29718,489.324,281.856,2967.82,2661.04,5628.86,12959.1,489.324,0.193837,993.741,986.951,0.00102832,1.02188,1727.17,1717.89,0.000808242,1.39597,163.513,162.528,0.000906839,0.14828,83.3923,82.8955,0.000896245,0.07474,False,False,False,True,82470.7,19.3485,1
